短信,mms,com.oneplus.mms,com.android.mms.ui.ConversationList,一加,适配
游戏空间,gamecenter,com.oneplus.gamespace,com.oneplus.gamespace.ui.main.MainActivity,一加,适配
联系人,contacts,com.oneplus.contacts,com.oneplus.contacts.activities.OPPeopleActivity,一加,适配
