name,icon,group,activity,0
°Ù¶ÈÍøÅÌ,baiduwangpan,com.baidu.netdisk,com.baidu.netdisk.ui.Navigate,0
ßÙÁ¨ßÙÁ¨,bilibili,tv.danmaku.bili,tv.danmaku.bili.ui.splash.SplashActivity,0
